Time(sec),Data
0,119
10,119
20,68
23.3333333333,68
26.6666666667,221
33.3333333333,221
36.6666666667,68
45,119
48.3333333333,119
51.6666666667,119
61.6666666667,34
65,102
68.3333333333,187
75,85
78.3333333333,68
86.6666666667,51
90,119
143.3333333333,119
146.6666666667,0
160,119
163.3333333333,119
173.3333333333,34
176.6666666667,102
180,187
186.6666666667,85
190,68
198.3333333333,51
201.6666666667,119
203.6666666667,119
206.3333333333,238
208,102
209,68
212.3333333333,136
214.6666666667,153
219.6666666667,51
221.3333333333,119
231.3333333333,119
241.3333333333,68
244.6666666667,68
248,221
254.6666666667,221
258,68
266.3333333333,119
269.6666666667,119
